"voxel" "x" "y" "z" "ROI" "pvalue" "discoveries"
"634" 634 19 35 2 19 0.003104059 1
"635" 635 20 35 2 19 0.001063332 1
"636" 636 21 35 2 19 0.00040895 1
"637" 637 22 35 2 19 0.304433 0
"638" 638 23 35 2 19 0.3741386 0
"639" 639 24 35 2 19 0.06491562 0
"640" 640 25 35 2 19 0.1481303 0
"641" 641 27 35 2 24 0.733302 0
"642" 642 28 35 2 24 0.1187144 0
"643" 643 29 35 2 24 0.9925116 0
"644" 644 30 35 2 24 0.5919555 0
"645" 645 31 35 2 24 0.746897 0
"646" 646 32 35 2 24 0.0679612 0
"647" 647 33 35 2 24 0.004931484 0
"648" 648 34 35 2 24 0.9807631 0
"649" 649 35 35 2 24 0.07553656 0
"650" 650 38 35 2 8 0.09285451 0
"651" 651 39 35 2 8 0.268965 0
"652" 652 40 35 2 8 0.9606287 0
"653" 653 41 35 2 8 0.002789602 1
"654" 654 42 35 2 8 0.2746281 0
"655" 655 43 35 2 8 0.6373024 0
"656" 656 44 35 2 8 0.1848179 0
"657" 657 45 35 2 8 0.1752256 0
"658" 658 46 35 2 8 0.8629101 0
"659" 659 47 35 2 8 0.8639998 0
"660" 660 19 36 2 19 0.2811279 0
"661" 661 20 36 2 19 0.0006833488 1
"662" 662 21 36 2 19 0.2203816 0
"663" 663 22 36 2 19 0.01298461 0
"664" 664 23 36 2 19 0.1193476 0
"665" 665 24 36 2 19 0.2961829 0
"666" 666 25 36 2 19 0.2558286 0
"667" 667 27 36 2 24 0.5640578 0
"668" 668 28 36 2 24 0.08475447 0
"669" 669 29 36 2 24 0.004426223 1
"670" 670 30 36 2 24 0.827769 0
"671" 671 31 36 2 24 0.8727886 0
"672" 672 32 36 2 24 0.8215443 0
"673" 673 33 36 2 24 0.3637543 0
"674" 674 34 36 2 24 0.1797854 0
"675" 675 38 36 2 8 0.5720763 0
"676" 676 39 36 2 8 0.08317651 0
"677" 677 40 36 2 8 0.6125785 0
"678" 678 41 36 2 8 0.09135005 0
"679" 679 42 36 2 8 0.04118827 0
"680" 680 43 36 2 8 0.7743578 0
"681" 681 44 36 2 8 0.9205156 0
"682" 682 45 36 2 8 0.2576112 0
"683" 683 46 36 2 8 0.4258745 0
"684" 684 47 36 2 8 0.7565105 0
"685" 685 20 37 2 19 0.4552907 0
"686" 686 21 37 2 19 0.7644457 0
"687" 687 22 37 2 19 0.9117747 0
"688" 688 23 37 2 19 0.977482 0
"689" 689 24 37 2 19 0.03495199 0
"690" 690 25 37 2 19 0.3173068 0
"691" 691 27 37 2 24 0.9486407 0
"692" 692 28 37 2 24 0.2146066 0
"693" 693 29 37 2 24 0.07229971 0
"694" 694 30 37 2 24 0.5647037 0
"695" 695 31 37 2 24 0.0198297 0
"696" 696 32 37 2 24 0.118979 0
"697" 697 33 37 2 24 0.6530434 0
"698" 698 34 37 2 24 0.9216213 0
"699" 699 38 37 2 8 0.3524756 0
"700" 700 39 37 2 8 0.404179 0
"701" 701 40 37 2 8 0.9018782 0
"702" 702 41 37 2 8 0.7557673 0
"703" 703 42 37 2 8 0.0008903315 1
"704" 704 43 37 2 8 0.5686907 0
"705" 705 44 37 2 8 0.2262965 0
"706" 706 45 37 2 8 0.4404325 0
"707" 707 47 37 2 8 0.03824588 0
"708" 708 21 38 2 19 0.484511 0
"709" 709 23 38 2 19 0.5372603 0
"710" 710 24 38 2 19 0.02420801 0
"711" 711 25 38 2 19 0.8179829 0
"712" 712 27 38 2 24 0.7534772 0
"713" 713 28 38 2 24 0.242099 0
"714" 714 29 38 2 24 0.5134095 0
"715" 715 30 38 2 24 0.1665676 0
"716" 716 31 38 2 24 0.1501677 0
"717" 717 32 38 2 24 0.995372 0
"718" 718 33 38 2 24 0.3735822 0
"719" 719 34 38 2 24 0.2880208 0
"720" 720 35 38 2 24 0.720371 0
"721" 721 39 38 2 8 0.06486917 0
"722" 722 40 38 2 8 0.2899791 0
"723" 723 41 38 2 8 0.4608969 0
"724" 724 42 38 2 8 0.07197529 0
"725" 725 43 38 2 8 0.05238269 0
"726" 726 24 39 2 19 0.9289968 0
"727" 727 25 39 2 19 0.5590896 0
"728" 728 27 39 2 24 0.9351297 0
"729" 729 28 39 2 24 0.7954727 0
"730" 730 29 39 2 24 0.3652333 0
"731" 731 30 39 2 24 0.235792 0
"732" 732 31 39 2 24 0.2173363 0
"733" 733 32 39 2 24 0.8200774 0
"734" 734 33 39 2 24 0.5037629 0
"735" 735 34 39 2 24 0.1611427 0
"736" 736 35 39 2 24 0.8405495 0
"737" 737 49 43 2 9 0.1323678 0
"738" 738 16 44 2 15 0.3747419 0
"739" 739 17 44 2 15 0.2122538 0
"740" 740 45 44 2 9 0.9617726 0
"741" 741 46 44 2 9 0.3661325 0
"742" 742 47 44 2 9 0.8089524 0
"743" 743 48 44 2 9 0.03381258 0
"744" 744 49 44 2 9 0.0001989686 1
"745" 745 16 45 2 15 0.5727346 0
"746" 746 17 45 2 15 0.0004366455 1
"747" 747 18 45 2 15 0.0009649209 1
"748" 748 20 45 2 21 0.1090827 0
"749" 749 21 45 2 21 0.03800188 0
"750" 750 22 45 2 21 0.1464313 0
"751" 751 23 45 2 21 0.6568206 0
"752" 752 44 45 2 4 0.7761848 0
"753" 753 45 45 2 4 0.6695955 0
"754" 754 46 45 2 4 0.2310419 0
"755" 755 47 45 2 4 0.9631091 0
"756" 756 48 45 2 4 0.09930394 0
"757" 757 49 45 2 4 0.2488831 0
"758" 758 16 46 2 15 0.2188653 0
"759" 759 17 46 2 15 0.1456482 0
"760" 760 18 46 2 15 0.00211815 1
"761" 761 19 46 2 15 0.8022643 0
"762" 762 20 46 2 16 0.05911456 0
"763" 763 21 46 2 21 0.01630645 0
"764" 764 22 46 2 21 0.37289 0
"765" 765 23 46 2 21 0.9406466 0
"766" 766 40 46 2 4 0.2146585 0
"767" 767 41 46 2 4 0.4128058 0
"768" 768 42 46 2 4 0.5398156 0
"769" 769 43 46 2 4 0.8320499 0
"770" 770 44 46 2 4 0.1747926 0
"771" 771 45 46 2 4 0.9773101 0
"772" 772 46 46 2 4 0.01554807 0
"773" 773 47 46 2 4 0.2859499 0
"774" 774 48 46 2 4 0.05672332 0
"775" 775 49 46 2 4 0.07760241 0
"776" 776 16 47 2 15 9.959081e-05 1
"777" 777 17 47 2 15 0.3608689 0
"778" 778 18 47 2 15 0.4592691 0
"779" 779 19 47 2 15 0.1830715 0
"780" 780 20 47 2 16 0.008573008 0
"781" 781 21 47 2 21 0.0004972898 1
"782" 782 22 47 2 21 0.1965322 0
"783" 783 23 47 2 21 0.5238165 0
"784" 784 24 47 2 21 0.1030617 0
"785" 785 25 47 2 21 0.870394 0
"786" 786 38 47 2 4 0.4986396 0
"787" 787 39 47 2 4 0.04203037 0
"788" 788 40 47 2 4 0.6694352 0
"789" 789 41 47 2 4 0.8542992 0
"790" 790 42 47 2 4 0.1196217 0
"791" 791 43 47 2 4 0.7458601 0
"792" 792 44 47 2 4 0.4018427 0
"793" 793 45 47 2 4 0.01311602 0
"794" 794 46 47 2 4 0.01047425 0
"795" 795 47 47 2 4 0.528726 0
"796" 796 48 47 2 4 0.01359163 0
"797" 797 49 47 2 4 0.005215241 0
"798" 798 17 48 2 15 0.02293225 0
"799" 799 18 48 2 15 0.08269312 0
"800" 800 19 48 2 15 0.258962 0
"801" 801 20 48 2 16 0.08465503 0
"802" 802 21 48 2 16 2.185541e-07 1
"803" 803 22 48 2 21 0.0003227799 1
"804" 804 23 48 2 21 0.3614679 0
"805" 805 24 48 2 21 0.3726656 0
"806" 806 25 48 2 21 0.9808681 0
"807" 807 26 48 2 21 0.7721069 0
"808" 808 38 48 2 4 0.3548166 0
"809" 809 39 48 2 4 0.134951 0
"810" 810 40 48 2 4 0.3869301 0
"811" 811 41 48 2 4 0.02616015 0
"812" 812 42 48 2 4 0.03655539 0
"813" 813 43 48 2 4 0.007023967 0
"814" 814 44 48 2 4 0.0006193184 1
"815" 815 45 48 2 4 0.159356 0
"816" 816 46 48 2 4 0.52967 0
"817" 817 47 48 2 4 0.1214113 0
"818" 818 48 48 2 4 0.07056885 0
"819" 819 49 48 2 4 0.118759 0
"820" 820 17 49 2 15 0.07675598 0
"821" 821 18 49 2 15 0.6416219 0
"822" 822 19 49 2 15 0.7318543 0
"823" 823 20 49 2 16 0.003729881 1
"824" 824 21 49 2 16 1.596351e-08 1
"825" 825 22 49 2 21 7.8977e-05 1
"826" 826 23 49 2 21 0.02386701 0
"827" 827 24 49 2 21 0.146492 0
"828" 828 25 49 2 21 0.05974927 0
"829" 829 26 49 2 21 0.7714806 0
"830" 830 34 49 2 10 0.2524374 0
"831" 831 35 49 2 10 0.1394339 0
"832" 832 36 49 2 10 0.5567927 0
"833" 833 37 49 2 10 0.4887068 0
"834" 834 38 49 2 10 0.8642598 0
"835" 835 39 49 2 10 0.4132786 0
"836" 836 40 49 2 10 0.0385516 0
"837" 837 41 49 2 5 1.14054e-07 1
"838" 838 42 49 2 5 2.501451e-05 1
"839" 839 43 49 2 5 0.001179415 1
"840" 840 44 49 2 5 0.005126653 0
"841" 841 45 49 2 5 0.007648637 0
"842" 842 46 49 2 5 0.09171434 0
"843" 843 47 49 2 5 0.9399866 0
"844" 844 48 49 2 4 0.5505588 0
"845" 845 18 50 2 15 0.08186982 0
"846" 846 19 50 2 16 0.8210153 0
"847" 847 22 50 2 16 0.0005113358 1
"848" 848 23 50 2 16 0.8316934 0
"849" 849 24 50 2 16 4.074441e-05 1
"850" 850 25 50 2 16 0.02532829 0
"851" 851 26 50 2 21 0.3970059 0
"852" 852 27 50 2 21 0.7819686 0
"853" 853 28 50 2 21 0.1277908 0
"854" 854 32 50 2 10 0.2925285 0
"855" 855 33 50 2 10 0.2228055 0
"856" 856 34 50 2 10 0.1780927 0
"857" 857 35 50 2 10 6.162233e-08 1
"858" 858 36 50 2 10 0.06360237 0
"859" 859 37 50 2 10 0.8926111 0
"860" 860 38 50 2 10 0.863141 0
"861" 861 39 50 2 10 0.98248 0
"862" 862 40 50 2 10 0.1634285 0
"863" 863 41 50 2 5 4.618227e-07 1
"864" 864 42 50 2 5 0.0002029118 1
"865" 865 43 50 2 5 0.3837867 0
"866" 866 44 50 2 5 0.002412325 1
"867" 867 45 50 2 5 4.248394e-05 1
"868" 868 46 50 2 5 0.0001893697 1
"869" 869 47 50 2 5 0.282154 0
"870" 870 19 51 2 16 0.6174439 0
"871" 871 26 51 2 16 0.8823556 0
"872" 872 27 51 2 21 0.8294911 0
"873" 873 28 51 2 21 0.3382546 0
"874" 874 29 51 2 21 0.7177553 0
"875" 875 32 51 2 10 0.3126192 0
"876" 876 33 51 2 10 0.9551786 0
"877" 877 34 51 2 10 0.6649037 0
"878" 878 35 51 2 10 0.1719715 0
"879" 879 36 51 2 10 0.2570631 0
"880" 880 37 51 2 10 0.1328506 0
"881" 881 38 51 2 10 0.7625489 0
"882" 882 39 51 2 10 0.09962535 0
"883" 883 40 51 2 10 0.9574631 0
"884" 884 41 51 2 10 0.01158038 0
"885" 885 42 51 2 5 6.07084e-05 1
"886" 886 43 51 2 5 0.8805955 0
"887" 887 44 51 2 5 0.9660843 0
"888" 888 45 51 2 5 0.002260175 1
"889" 889 46 51 2 5 0.5289334 0
"890" 890 47 51 2 5 0.5041091 0
"891" 891 19 52 2 16 0.1083886 0
"892" 892 20 52 2 16 0.01287203 0
"893" 893 21 52 2 16 0.002142891 1
"894" 894 22 52 2 16 0.8393599 0
"895" 895 23 52 2 16 0.01690684 0
"896" 896 26 52 2 16 0.8684268 0
"897" 897 27 52 2 21 0.1529581 0
"898" 898 28 52 2 21 0.7115188 0
"899" 899 29 52 2 21 0.5048034 0
"900" 900 32 52 2 10 0.01259245 0
"901" 901 33 52 2 10 0.000218273 1
"902" 902 34 52 2 10 0.0001037206 1
"903" 903 35 52 2 10 0.3002023 0
"904" 904 36 52 2 10 0.0659525 0
"905" 905 37 52 2 10 0.04873327 0
"906" 906 38 52 2 10 0.5143198 0
"907" 907 39 52 2 10 0.8266448 0
"908" 908 40 52 2 10 0.7741763 0
"909" 909 41 52 2 10 0.05885947 0
"910" 910 42 52 2 5 6.713177e-07 1
"911" 911 43 52 2 5 0.001899181 1
"912" 912 44 52 2 5 0.8169651 0
"913" 913 45 52 2 5 0.2175287 0
"914" 914 46 52 2 5 0.278429 0
"915" 915 47 52 2 5 0.01047449 0
"916" 916 21 53 2 21 0.006560164 0
"917" 917 22 53 2 21 0.5397072 0
"918" 918 23 53 2 21 0.6496274 0
"919" 919 25 53 2 16 0.8031839 0
"920" 920 26 53 2 16 0.3153751 0
"921" 921 27 53 2 21 0.3982032 0
"922" 922 28 53 2 21 0.6045062 0
"923" 923 29 53 2 21 0.8833105 0
"924" 924 32 53 2 10 0.001195595 1
"925" 925 33 53 2 10 4.561289e-06 1
"926" 926 34 53 2 10 2.554344e-05 1
"927" 927 35 53 2 10 0.01500193 0
"928" 928 36 53 2 10 0.9523046 0
"929" 929 37 53 2 10 0.09047483 0
"930" 930 38 53 2 10 0.4002613 0
"931" 931 39 53 2 10 0.5363062 0
"932" 932 40 53 2 10 0.7973088 0
"933" 933 41 53 2 10 0.008710657 0
"934" 934 42 53 2 5 0.2610902 0
"935" 935 43 53 2 5 0.07065022 0
"936" 936 44 53 2 5 0.03372316 0
"937" 937 45 53 2 5 0.7177657 0
"938" 938 46 53 2 5 0.2144518 0
"939" 939 22 54 2 21 0.2675773 0
"940" 940 23 54 2 21 0.3993302 0
"941" 941 24 54 2 21 0.5567208 0
"942" 942 25 54 2 21 0.3593401 0
"943" 943 26 54 2 21 0.278556 0
"944" 944 27 54 2 21 0.1353711 0
"945" 945 28 54 2 21 0.7684448 0
"946" 946 29 54 2 21 0.252868 0
"947" 947 32 54 2 10 0.3919763 0
"948" 948 33 54 2 10 0.7543445 0
"949" 949 34 54 2 10 0.4714587 0
"950" 950 35 54 2 10 0.5338117 0
"951" 951 36 54 2 10 0.6158625 0
"952" 952 37 54 2 10 0.6104405 0
"953" 953 38 54 2 10 0.09206098 0
"954" 954 39 54 2 10 0.6044358 0
"955" 955 40 54 2 10 0.07861799 0
"956" 956 41 54 2 5 0.9392267 0
"957" 957 42 54 2 5 0.02490929 0
"958" 958 43 54 2 5 0.0481806 0
"959" 959 44 54 2 5 0.08823205 0
"960" 960 45 54 2 5 0.3501793 0
"961" 961 23 55 2 21 0.3541233 0
"962" 962 24 55 2 21 0.08750412 0
"963" 963 25 55 2 21 0.5089781 0
"964" 964 26 55 2 21 0.5405185 0
"965" 965 27 55 2 21 0.3647991 0
"966" 966 28 55 2 21 0.1050834 0
"967" 967 29 55 2 21 0.02884752 0
"968" 968 32 55 2 10 0.1305443 0
"969" 969 33 55 2 10 0.6553939 0
"970" 970 34 55 2 10 0.6740822 0
"971" 971 35 55 2 10 0.2834596 0
"972" 972 36 55 2 10 0.6242378 0
"973" 973 37 55 2 10 0.08569786 0
"974" 974 38 55 2 10 0.07569544 0
"975" 975 39 55 2 10 0.4641094 0
"976" 976 40 55 2 5 0.04368283 0
"977" 977 41 55 2 5 0.002236382 1
"978" 978 42 55 2 5 0.0006530187 1
"979" 979 43 55 2 5 1.531624e-05 1
"980" 980 44 55 2 5 0.0008944724 1
"981" 981 24 56 2 21 0.379365 0
"982" 982 25 56 2 21 0.001465063 1
"983" 983 26 56 2 21 0.004931919 0
"984" 984 27 56 2 21 0.8887996 0
"985" 985 28 56 2 21 0.03306239 0
"986" 986 29 56 2 21 0.0180059 0
"987" 987 33 56 2 10 0.002977011 1
"988" 988 34 56 2 10 0.621147 0
"989" 989 35 56 2 10 0.1536845 0
"990" 990 36 56 2 10 0.4332311 0
"991" 991 37 56 2 10 0.001642883 1
"992" 992 38 56 2 10 0.4516265 0
"993" 993 39 56 2 10 0.1134456 0
"994" 994 40 56 2 5 0.04980697 0
"995" 995 41 56 2 5 0.001191234 1
"996" 996 42 56 2 5 0.008577792 0
"997" 997 43 56 2 5 0.002117601 1
"998" 998 26 57 2 21 0.02444837 0
"999" 999 27 57 2 21 0.6971389 0
"1000" 1000 28 57 2 21 0.420247 0
"1001" 1001 29 57 2 21 0.02547545 0
"1002" 1002 34 57 2 10 0.002153436 1
"1003" 1003 35 57 2 10 0.3550946 0
"1004" 1004 36 57 2 10 0.004472282 1
"1005" 1005 37 57 2 10 0.0003750274 1
"1006" 1006 38 57 2 10 0.7667967 0
"1007" 1007 39 57 2 10 0.6761422 0
"1008" 1008 40 57 2 5 0.7918994 0
"1009" 1009 41 57 2 5 0.744142 0
"1010" 1010 42 57 2 5 0.3056464 0
"1011" 1011 34 58 2 10 0.0007345009 1
"1012" 1012 35 58 2 10 0.001605527 1
"1013" 1013 36 58 2 10 0.001003828 1
"1014" 1014 37 58 2 10 6.009857e-05 1
"1015" 1015 38 58 2 10 0.0004077344 1
"1016" 1016 26 22 3 13 0.1138778 0
"1017" 1017 38 22 3 2 0.009086129 0
"1018" 1018 39 22 3 2 0.3953527 0
"1019" 1019 24 23 3 13 0.6747881 0
"1020" 1020 25 23 3 13 0.3846137 0
"1021" 1021 26 23 3 13 0.01696394 0
"1022" 1022 37 23 3 2 0.09714798 0
"1023" 1023 38 23 3 2 0.06863809 0
"1024" 1024 39 23 3 2 0.5039665 0
"1025" 1025 40 23 3 2 0.5744317 0
"1026" 1026 23 24 3 13 0.1264476 0
"1027" 1027 24 24 3 13 0.5042109 0
"1028" 1028 25 24 3 13 0.6193068 0
"1029" 1029 26 24 3 13 0.001631481 1
"1030" 1030 37 24 3 2 0.3541843 0
"1031" 1031 38 24 3 2 0.8483388 0
"1032" 1032 39 24 3 2 0.4758524 0
"1033" 1033 40 24 3 2 0.1453244 0
"1034" 1034 41 24 3 2 0.2712262 0
"1035" 1035 21 25 3 13 0.004104877 1
"1036" 1036 22 25 3 13 0.06180461 0
"1037" 1037 23 25 3 13 0.2741507 0
"1038" 1038 24 25 3 13 0.4363032 0
"1039" 1039 25 25 3 13 0.6270247 0
"1040" 1040 26 25 3 13 0.1161465 0
"1041" 1041 37 25 3 2 0.05796595 0
"1042" 1042 38 25 3 2 0.9233084 0
"1043" 1043 39 25 3 2 0.07194305 0
"1044" 1044 40 25 3 2 0.5161487 0
"1045" 1045 41 25 3 2 0.2497921 0
"1046" 1046 42 25 3 2 7.176678e-05 1
"1047" 1047 20 26 3 14 0.1347996 0
"1048" 1048 21 26 3 13 0.02408917 0
"1049" 1049 22 26 3 13 0.9934352 0
"1050" 1050 23 26 3 13 0.196602 0
"1051" 1051 24 26 3 13 0.4081715 0
"1052" 1052 25 26 3 13 0.02471304 0
"1053" 1053 26 26 3 13 0.7874692 0
"1054" 1054 37 26 3 2 0.6648591 0
"1055" 1055 38 26 3 2 0.966844 0
"1056" 1056 39 26 3 2 0.002475453 1
"1057" 1057 40 26 3 2 0.5103764 0
"1058" 1058 41 26 3 2 0.05947343 0
"1059" 1059 42 26 3 2 0.002377567 1
"1060" 1060 43 26 3 2 0.3857054 0
"1061" 1061 20 27 3 14 0.01213862 0
"1062" 1062 21 27 3 13 0.3766717 0
"1063" 1063 22 27 3 13 0.157307 0
"1064" 1064 23 27 3 13 0.1194167 0
"1065" 1065 24 27 3 13 0.5769247 0
"1066" 1066 25 27 3 13 0.02387088 0
"1067" 1067 37 27 3 2 0.3149808 0
"1068" 1068 38 27 3 2 0.8086562 0
"1069" 1069 39 27 3 2 0.005206123 0
"1070" 1070 40 27 3 2 0.009421647 0
"1071" 1071 41 27 3 2 0.517952 0
"1072" 1072 42 27 3 2 0.151621 0
"1073" 1073 43 27 3 2 0.5201279 0
"1074" 1074 44 27 3 2 0.08136771 0
"1075" 1075 19 28 3 14 0.1602048 0
"1076" 1076 20 28 3 13 0.376976 0
"1077" 1077 21 28 3 13 0.6462864 0
"1078" 1078 22 28 3 13 0.9739741 0
"1079" 1079 23 28 3 13 0.9548971 0
"1080" 1080 24 28 3 13 0.1203035 0
"1081" 1081 25 28 3 13 0.6840242 0
"1082" 1082 38 28 3 2 0.6082841 0
"1083" 1083 39 28 3 2 0.2508355 0
"1084" 1084 40 28 3 2 0.0106203 0
"1085" 1085 41 28 3 2 0.215923 0
"1086" 1086 42 28 3 2 0.4586629 0
"1087" 1087 43 28 3 2 0.6878046 0
"1088" 1088 44 28 3 2 0.6767131 0
"1089" 1089 45 28 3 2 0.03244058 0
"1090" 1090 18 29 3 14 0.9866066 0
"1091" 1091 19 29 3 14 0.7294903 0
"1092" 1092 20 29 3 13 0.6921633 0
"1093" 1093 21 29 3 13 0.9148898 0
"1094" 1094 22 29 3 13 0.415001 0
"1095" 1095 23 29 3 13 0.1931023 0
"1096" 1096 24 29 3 13 0.009730138 0
"1097" 1097 25 29 3 13 0.2232747 0
"1098" 1098 37 29 3 2 0.7495795 0
"1099" 1099 38 29 3 2 0.2389113 0
"1100" 1100 39 29 3 2 0.7251523 0
"1101" 1101 40 29 3 2 0.2721169 0
"1102" 1102 41 29 3 2 0.207102 0
"1103" 1103 42 29 3 3 0.006773743 0
"1104" 1104 43 29 3 3 0.9029118 0
"1105" 1105 44 29 3 3 0.4972253 0
"1106" 1106 45 29 3 3 0.2286557 0
"1107" 1107 46 29 3 3 0.2436865 0
"1108" 1108 18 30 3 14 0.4496476 0
"1109" 1109 19 30 3 14 0.5938647 0
"1110" 1110 20 30 3 13 0.1409743 0
"1111" 1111 21 30 3 13 0.7969973 0
"1112" 1112 22 30 3 13 0.5003446 0
"1113" 1113 23 30 3 13 0.001920532 1
"1114" 1114 24 30 3 13 0.08103752 0
"1115" 1115 25 30 3 13 0.2043568 0
"1116" 1116 37 30 3 2 0.1022198 0
"1117" 1117 38 30 3 2 0.3338204 0
"1118" 1118 39 30 3 2 0.03301612 0
"1119" 1119 40 30 3 2 0.5954141 0
"1120" 1120 41 30 3 3 0.3192376 0
"1121" 1121 42 30 3 3 0.4867751 0
"1122" 1122 43 30 3 3 0.1488426 0
"1123" 1123 44 30 3 3 0.04811807 0
"1124" 1124 45 30 3 3 0.1755364 0
"1125" 1125 46 30 3 3 0.001518264 1
"1126" 1126 47 30 3 3 0.3161248 0
"1127" 1127 18 31 3 14 0.1243389 0
"1128" 1128 19 31 3 14 0.5974583 0
"1129" 1129 20 31 3 14 0.3103095 0
"1130" 1130 21 31 3 13 0.5909322 0
"1131" 1131 22 31 3 13 0.08005879 0
"1132" 1132 23 31 3 13 0.976163 0
"1133" 1133 24 31 3 13 0.2572723 0
"1134" 1134 25 31 3 13 0.3594518 0
"1135" 1135 37 31 3 2 0.5371676 0
"1136" 1136 38 31 3 2 0.8368115 0
"1137" 1137 39 31 3 2 0.2048108 0
"1138" 1138 40 31 3 2 0.603628 0
"1139" 1139 41 31 3 2 0.361378 0
"1140" 1140 42 31 3 3 0.9830954 0
"1141" 1141 43 31 3 3 0.2672791 0
"1142" 1142 44 31 3 3 0.7333005 0
"1143" 1143 45 31 3 3 0.9355254 0
"1144" 1144 46 31 3 3 0.07622572 0
"1145" 1145 47 31 3 3 0.3394446 0
"1146" 1146 18 32 3 14 0.7128894 0
"1147" 1147 19 32 3 14 0.01453311 0
"1148" 1148 20 32 3 14 0.05795778 0
"1149" 1149 21 32 3 14 0.6109216 0
"1150" 1150 22 32 3 13 0.3347698 0
"1151" 1151 23 32 3 13 0.4131198 0
"1152" 1152 24 32 3 13 0.09692452 0
"1153" 1153 25 32 3 13 0.01242796 0
"1154" 1154 27 32 3 24 0.5824847 0
"1155" 1155 28 32 3 24 0.1684489 0
"1156" 1156 29 32 3 24 0.9725341 0
"1157" 1157 30 32 3 24 0.9008714 0
"1158" 1158 31 32 3 24 0.9718169 0
"1159" 1159 32 32 3 24 0.8649226 0
"1160" 1160 33 32 3 24 0.9259463 0
"1161" 1161 34 32 3 24 0.004363271 1
"1162" 1162 35 32 3 24 3.709873e-06 1
"1163" 1163 37 32 3 2 0.1038343 0
"1164" 1164 38 32 3 2 0.6751599 0
"1165" 1165 39 32 3 2 0.4050833 0
"1166" 1166 40 32 3 2 0.239644 0
"1167" 1167 41 32 3 3 0.6866182 0
"1168" 1168 42 32 3 3 0.4363399 0
"1169" 1169 43 32 3 3 0.7856276 0
"1170" 1170 44 32 3 3 0.01952846 0
"1171" 1171 45 32 3 3 0.0002333186 1
"1172" 1172 46 32 3 8 0.0008743386 1
"1173" 1173 47 32 3 8 0.0001111651 1
"1174" 1174 17 33 3 19 0.03814123 0
"1175" 1175 18 33 3 19 9.241672e-05 1
"1176" 1176 19 33 3 14 0.1086973 0
"1177" 1177 20 33 3 14 0.8659 0
"1178" 1178 21 33 3 14 0.4693433 0
"1179" 1179 22 33 3 13 0.7477679 0
"1180" 1180 23 33 3 13 0.06765288 0
"1181" 1181 24 33 3 13 0.9915744 0
"1182" 1182 25 33 3 13 0.326368 0
"1183" 1183 27 33 3 24 0.2049368 0
"1184" 1184 28 33 3 24 0.3882384 0
"1185" 1185 29 33 3 24 0.727877 0
"1186" 1186 30 33 3 24 0.03059211 0
"1187" 1187 31 33 3 24 0.804475 0
"1188" 1188 32 33 3 24 0.3433303 0
"1189" 1189 33 33 3 24 0.3834928 0
"1190" 1190 34 33 3 24 0.002859967 1
"1191" 1191 35 33 3 24 0.0001490721 1
"1192" 1192 36 33 3 24 0.8750626 0
"1193" 1193 38 33 3 2 0.4617614 0
"1194" 1194 39 33 3 2 0.04599126 0
"1195" 1195 40 33 3 2 0.2042997 0
"1196" 1196 41 33 3 3 0.2166279 0
"1197" 1197 42 33 3 3 0.01200952 0
"1198" 1198 43 33 3 3 0.01759267 0
"1199" 1199 44 33 3 8 0.3256589 0
"1200" 1200 45 33 3 8 0.5855993 0
"1201" 1201 46 33 3 8 0.129431 0
"1202" 1202 47 33 3 8 0.9664039 0
"1203" 1203 17 34 3 19 0.005279777 0
"1204" 1204 18 34 3 19 0.878314 0
"1205" 1205 19 34 3 19 0.0187539 0
"1206" 1206 20 34 3 19 0.01846681 0
"1207" 1207 21 34 3 19 0.001621592 1
"1208" 1208 22 34 3 19 0.2841075 0
"1209" 1209 23 34 3 19 0.1290985 0
"1210" 1210 24 34 3 19 0.8606883 0
"1211" 1211 25 34 3 19 0.8290793 0
"1212" 1212 27 34 3 24 0.9796779 0
"1213" 1213 28 34 3 24 0.1330126 0
"1214" 1214 29 34 3 24 0.182795 0
"1215" 1215 30 34 3 24 0.191969 0
"1216" 1216 31 34 3 24 0.7496749 0
"1217" 1217 32 34 3 24 0.06697744 0
"1218" 1218 33 34 3 24 0.9161248 0
"1219" 1219 34 34 3 24 0.2815805 0
"1220" 1220 35 34 3 24 0.2662221 0
"1221" 1221 36 34 3 24 0.9774029 0
"1222" 1222 39 34 3 2 0.9262025 0
"1223" 1223 40 34 3 2 0.2446488 0
"1224" 1224 41 34 3 8 0.4697614 0
"1225" 1225 42 34 3 8 0.6641297 0
"1226" 1226 43 34 3 8 0.3525194 0
"1227" 1227 44 34 3 8 0.4392398 0
"1228" 1228 45 34 3 8 0.07032778 0
"1229" 1229 46 34 3 8 0.0242201 0
"1230" 1230 47 34 3 8 0.3774301 0
"1231" 1231 17 35 3 19 0.0009391006 1
"1232" 1232 18 35 3 19 0.001395061 1
"1233" 1233 19 35 3 19 1.224733e-07 1
"1234" 1234 20 35 3 19 1.39281e-06 1
"1235" 1235 21 35 3 19 8.475699e-06 1
"1236" 1236 22 35 3 19 0.04053367 0
"1237" 1237 23 35 3 19 0.8543143 0
"1238" 1238 24 35 3 19 0.3851595 0
"1239" 1239 25 35 3 19 0.332882 0
"1240" 1240 28 35 3 24 0.5848379 0
"1241" 1241 29 35 3 24 0.6390598 0
"1242" 1242 30 35 3 24 0.860218 0
"1243" 1243 31 35 3 24 0.465721 0
"1244" 1244 32 35 3 24 0.1125041 0
"1245" 1245 33 35 3 24 0.6428927 0
