voxel x y z ROI pvalue
873 28 51 2 21 0.3382546
874 29 51 2 21 0.7177553
875 32 51 2 10 0.3126192
876 33 51 2 10 0.9551786
877 34 51 2 10 0.6649037
878 35 51 2 10 0.1719715
879 36 51 2 10 0.2570631
880 37 51 2 10 0.1328506
881 38 51 2 10 0.7625489
882 39 51 2 10 0.09962535
883 40 51 2 10 0.9574631
884 41 51 2 10 0.01158038
885 42 51 2 5 6.07084e-05
886 43 51 2 5 0.8805955
887 44 51 2 5 0.9660843
888 45 51 2 5 0.002260175
889 46 51 2 5 0.5289334
890 47 51 2 5 0.5041091
891 19 52 2 16 0.1083886
892 20 52 2 16 0.01287203
893 21 52 2 16 0.002142891
894 22 52 2 16 0.8393599
895 23 52 2 16 0.01690684
896 26 52 2 16 0.8684268
897 27 52 2 21 0.1529581
898 28 52 2 21 0.7115188
899 29 52 2 21 0.5048034
900 32 52 2 10 0.01259245
901 33 52 2 10 0.000218273
902 34 52 2 10 0.0001037206
903 35 52 2 10 0.3002023
904 36 52 2 10 0.0659525
905 37 52 2 10 0.04873327
906 38 52 2 10 0.5143198
907 39 52 2 10 0.8266448
908 40 52 2 10 0.7741763
909 41 52 2 10 0.05885947
910 42 52 2 5 6.713177e-07
911 43 52 2 5 0.001899181
912 44 52 2 5 0.8169651
913 45 52 2 5 0.2175287
914 46 52 2 5 0.278429
915 47 52 2 5 0.01047449
916 21 53 2 21 0.006560164
917 22 53 2 21 0.5397072
918 23 53 2 21 0.6496274
919 25 53 2 16 0.8031839
920 26 53 2 16 0.3153751
921 27 53 2 21 0.3982032
922 28 53 2 21 0.6045062
923 29 53 2 21 0.8833105
924 32 53 2 10 0.001195595
925 33 53 2 10 4.561289e-06
926 34 53 2 10 2.554344e-05
927 35 53 2 10 0.01500193
928 36 53 2 10 0.9523046
929 37 53 2 10 0.09047483
930 38 53 2 10 0.4002613
931 39 53 2 10 0.5363062
932 40 53 2 10 0.7973088
933 41 53 2 10 0.008710657
934 42 53 2 5 0.2610902
935 43 53 2 5 0.07065022
936 44 53 2 5 0.03372316
937 45 53 2 5 0.7177657
938 46 53 2 5 0.2144518
939 22 54 2 21 0.2675773
940 23 54 2 21 0.3993302
941 24 54 2 21 0.5567208
942 25 54 2 21 0.3593401
943 26 54 2 21 0.278556
944 27 54 2 21 0.1353711
945 28 54 2 21 0.7684448
946 29 54 2 21 0.252868
947 32 54 2 10 0.3919763
948 33 54 2 10 0.7543445
949 34 54 2 10 0.4714587
950 35 54 2 10 0.5338117
951 36 54 2 10 0.6158625
952 37 54 2 10 0.6104405
953 38 54 2 10 0.09206098
954 39 54 2 10 0.6044358
955 40 54 2 10 0.07861799
956 41 54 2 5 0.9392267
957 42 54 2 5 0.02490929
958 43 54 2 5 0.0481806
959 44 54 2 5 0.08823205
960 45 54 2 5 0.3501793
961 23 55 2 21 0.3541233
962 24 55 2 21 0.08750412
963 25 55 2 21 0.5089781
964 26 55 2 21 0.5405185
965 27 55 2 21 0.3647991
966 28 55 2 21 0.1050834
967 29 55 2 21 0.02884752
968 32 55 2 10 0.1305443
969 33 55 2 10 0.6553939
970 34 55 2 10 0.6740822
971 35 55 2 10 0.2834596
972 36 55 2 10 0.6242378
973 37 55 2 10 0.08569786
974 38 55 2 10 0.07569544
975 39 55 2 10 0.4641094
976 40 55 2 5 0.04368283
977 41 55 2 5 0.002236382
978 42 55 2 5 0.0006530187
979 43 55 2 5 1.531624e-05
980 44 55 2 5 0.0008944724
981 24 56 2 21 0.379365
982 25 56 2 21 0.001465063
983 26 56 2 21 0.004931919
984 27 56 2 21 0.8887996
985 28 56 2 21 0.03306239
986 29 56 2 21 0.0180059
987 33 56 2 10 0.002977011
988 34 56 2 10 0.621147
989 35 56 2 10 0.1536845
990 36 56 2 10 0.4332311
991 37 56 2 10 0.001642883
992 38 56 2 10 0.4516265
993 39 56 2 10 0.1134456
994 40 56 2 5 0.04980697
995 41 56 2 5 0.001191234
996 42 56 2 5 0.008577792
997 43 56 2 5 0.002117601
998 26 57 2 21 0.02444837
999 27 57 2 21 0.6971389
1000 28 57 2 21 0.420247
1001 29 57 2 21 0.02547545
1002 34 57 2 10 0.002153436
1003 35 57 2 10 0.3550946
1004 36 57 2 10 0.004472282
1005 37 57 2 10 0.0003750274
1006 38 57 2 10 0.7667967
1007 39 57 2 10 0.6761422
1008 40 57 2 5 0.7918994
1009 41 57 2 5 0.744142
1010 42 57 2 5 0.3056464
1011 34 58 2 10 0.0007345009
1012 35 58 2 10 0.001605527
1013 36 58 2 10 0.001003828
1014 37 58 2 10 6.009857e-05
1015 38 58 2 10 0.0004077344
1016 26 22 3 13 0.1138778
1017 38 22 3 2 0.009086129
1018 39 22 3 2 0.3953527
1019 24 23 3 13 0.6747881
1020 25 23 3 13 0.3846137
1021 26 23 3 13 0.01696394
1022 37 23 3 2 0.09714798
1023 38 23 3 2 0.06863809
1024 39 23 3 2 0.5039665
1025 40 23 3 2 0.5744317
1026 23 24 3 13 0.1264476
1027 24 24 3 13 0.5042109
1028 25 24 3 13 0.6193068
1029 26 24 3 13 0.001631481
1030 37 24 3 2 0.3541843
1031 38 24 3 2 0.8483388
1032 39 24 3 2 0.4758524
1033 40 24 3 2 0.1453244
1034 41 24 3 2 0.2712262
1035 21 25 3 13 0.004104877
1036 22 25 3 13 0.06180461
1037 23 25 3 13 0.2741507
1038 24 25 3 13 0.4363032
1039 25 25 3 13 0.6270247
1040 26 25 3 13 0.1161465
1041 37 25 3 2 0.05796595
1042 38 25 3 2 0.9233084
1043 39 25 3 2 0.07194305
1044 40 25 3 2 0.5161487
1045 41 25 3 2 0.2497921
1046 42 25 3 2 7.176678e-05
1047 20 26 3 14 0.1347996
1048 21 26 3 13 0.02408917
1049 22 26 3 13 0.9934352
1050 23 26 3 13 0.196602
1051 24 26 3 13 0.4081715
1052 25 26 3 13 0.02471304
1053 26 26 3 13 0.7874692
1054 37 26 3 2 0.6648591
1055 38 26 3 2 0.966844
1056 39 26 3 2 0.002475453
1057 40 26 3 2 0.5103764
1058 41 26 3 2 0.05947343
1059 42 26 3 2 0.002377567
1060 43 26 3 2 0.3857054
1061 20 27 3 14 0.01213862
1062 21 27 3 13 0.3766717
1063 22 27 3 13 0.157307
1064 23 27 3 13 0.1194167
1065 24 27 3 13 0.5769247
1066 25 27 3 13 0.02387088
1067 37 27 3 2 0.3149808
1068 38 27 3 2 0.8086562
1069 39 27 3 2 0.005206123
1070 40 27 3 2 0.009421647
1071 41 27 3 2 0.517952
1072 42 27 3 2 0.151621
1073 43 27 3 2 0.5201279
1074 44 27 3 2 0.08136771
1075 19 28 3 14 0.1602048
1076 20 28 3 13 0.376976
1077 21 28 3 13 0.6462864
1078 22 28 3 13 0.9739741
1079 23 28 3 13 0.9548971
1080 24 28 3 13 0.1203035
1081 25 28 3 13 0.6840242
1082 38 28 3 2 0.6082841
1083 39 28 3 2 0.2508355
1084 40 28 3 2 0.0106203
1085 41 28 3 2 0.215923
1086 42 28 3 2 0.4586629
1087 43 28 3 2 0.6878046
1088 44 28 3 2 0.6767131
1089 45 28 3 2 0.03244058
1090 18 29 3 14 0.9866066
1091 19 29 3 14 0.7294903
1092 20 29 3 13 0.6921633
1093 21 29 3 13 0.9148898
1094 22 29 3 13 0.415001
1095 23 29 3 13 0.1931023
1096 24 29 3 13 0.009730138
1097 25 29 3 13 0.2232747
1098 37 29 3 2 0.7495795
1099 38 29 3 2 0.2389113
1100 39 29 3 2 0.7251523
1101 40 29 3 2 0.2721169
1102 41 29 3 2 0.207102
1103 42 29 3 3 0.006773743
1104 43 29 3 3 0.9029118
1105 44 29 3 3 0.4972253
1106 45 29 3 3 0.2286557
1107 46 29 3 3 0.2436865
1108 18 30 3 14 0.4496476
1109 19 30 3 14 0.5938647
1110 20 30 3 13 0.1409743
1111 21 30 3 13 0.7969973
1112 22 30 3 13 0.5003446
1113 23 30 3 13 0.001920532
1114 24 30 3 13 0.08103752
1115 25 30 3 13 0.2043568
1116 37 30 3 2 0.1022198
1117 38 30 3 2 0.3338204
1118 39 30 3 2 0.03301612
1119 40 30 3 2 0.5954141
1120 41 30 3 3 0.3192376
1121 42 30 3 3 0.4867751
1122 43 30 3 3 0.1488426
1123 44 30 3 3 0.04811807
1124 45 30 3 3 0.1755364
1125 46 30 3 3 0.001518264
1126 47 30 3 3 0.3161248
1127 18 31 3 14 0.1243389
1128 19 31 3 14 0.5974583
1129 20 31 3 14 0.3103095
1130 21 31 3 13 0.5909322
1131 22 31 3 13 0.08005879
1132 23 31 3 13 0.976163
1133 24 31 3 13 0.2572723
1134 25 31 3 13 0.3594518
1135 37 31 3 2 0.5371676
1136 38 31 3 2 0.8368115
1137 39 31 3 2 0.2048108
1138 40 31 3 2 0.603628
1139 41 31 3 2 0.361378
1140 42 31 3 3 0.9830954
1141 43 31 3 3 0.2672791
1142 44 31 3 3 0.7333005
1143 45 31 3 3 0.9355254
1144 46 31 3 3 0.07622572
1145 47 31 3 3 0.3394446
1146 18 32 3 14 0.7128894
1147 19 32 3 14 0.01453311
1148 20 32 3 14 0.05795778
1149 21 32 3 14 0.6109216
1150 22 32 3 13 0.3347698
1151 23 32 3 13 0.4131198
1152 24 32 3 13 0.09692452
1153 25 32 3 13 0.01242796
1154 27 32 3 24 0.5824847
1155 28 32 3 24 0.1684489
1156 29 32 3 24 0.9725341
1157 30 32 3 24 0.9008714
1158 31 32 3 24 0.9718169
1159 32 32 3 24 0.8649226
1160 33 32 3 24 0.9259463
1161 34 32 3 24 0.004363271
1162 35 32 3 24 3.709873e-06
1163 37 32 3 2 0.1038343
1164 38 32 3 2 0.6751599
1165 39 32 3 2 0.4050833
1166 40 32 3 2 0.239644
1167 41 32 3 3 0.6866182
1168 42 32 3 3 0.4363399
1169 43 32 3 3 0.7856276
1170 44 32 3 3 0.01952846
1171 45 32 3 3 0.0002333186
1172 46 32 3 8 0.0008743386
1173 47 32 3 8 0.0001111651
1174 17 33 3 19 0.03814123
1175 18 33 3 19 9.241672e-05
1176 19 33 3 14 0.1086973
1177 20 33 3 14 0.8659
1178 21 33 3 14 0.4693433
1179 22 33 3 13 0.7477679
1180 23 33 3 13 0.06765288
1181 24 33 3 13 0.9915744
1182 25 33 3 13 0.326368
1183 27 33 3 24 0.2049368
1184 28 33 3 24 0.3882384
1185 29 33 3 24 0.727877
1186 30 33 3 24 0.03059211
1187 31 33 3 24 0.804475
1188 32 33 3 24 0.3433303
1189 33 33 3 24 0.3834928
1190 34 33 3 24 0.002859967
1191 35 33 3 24 0.0001490721
1192 36 33 3 24 0.8750626
1193 38 33 3 2 0.4617614
1194 39 33 3 2 0.04599126
1195 40 33 3 2 0.2042997
1196 41 33 3 3 0.2166279
1197 42 33 3 3 0.01200952
1198 43 33 3 3 0.01759267
1199 44 33 3 8 0.3256589
1200 45 33 3 8 0.5855993
1201 46 33 3 8 0.129431
1202 47 33 3 8 0.9664039
1203 17 34 3 19 0.005279777
1204 18 34 3 19 0.878314
1205 19 34 3 19 0.0187539
1206 20 34 3 19 0.01846681
1207 21 34 3 19 0.001621592
1208 22 34 3 19 0.2841075
1209 23 34 3 19 0.1290985
1210 24 34 3 19 0.8606883
1211 25 34 3 19 0.8290793
1212 27 34 3 24 0.9796779
1213 28 34 3 24 0.1330126
1214 29 34 3 24 0.182795
1215 30 34 3 24 0.191969
1216 31 34 3 24 0.7496749
1217 32 34 3 24 0.06697744
1218 33 34 3 24 0.9161248
1219 34 34 3 24 0.2815805
1220 35 34 3 24 0.2662221
1221 36 34 3 24 0.9774029
1222 39 34 3 2 0.9262025
1223 40 34 3 2 0.2446488
1224 41 34 3 8 0.4697614
1225 42 34 3 8 0.6641297
1226 43 34 3 8 0.3525194
1227 44 34 3 8 0.4392398
1228 45 34 3 8 0.07032778
1229 46 34 3 8 0.0242201
1230 47 34 3 8 0.3774301
1231 17 35 3 19 0.0009391006
1232 18 35 3 19 0.001395061
1233 19 35 3 19 1.224733e-07
1234 20 35 3 19 1.39281e-06
1235 21 35 3 19 8.475699e-06
1236 22 35 3 19 0.04053367
1237 23 35 3 19 0.8543143
1238 24 35 3 19 0.3851595
1239 25 35 3 19 0.332882
1240 28 35 3 24 0.5848379
1241 29 35 3 24 0.6390598
1242 30 35 3 24 0.860218
1243 31 35 3 24 0.465721
1244 32 35 3 24 0.1125041
1245 33 35 3 24 0.6428927
1246 34 35 3 24 0.3959212
1247 35 35 3 24 0.4106403
1248 36 35 3 24 0.7788276
1249 40 35 3 8 0.9376904
1250 41 35 3 8 0.5161456
1251 42 35 3 8 0.01573143
1252 43 35 3 8 0.007583381
1253 44 35 3 8 0.3938682
1254 45 35 3 8 0.00470477
1255 46 35 3 8 0.02186258
1256 47 35 3 8 0.7725456
1257 18 36 3 19 0.3372022
1258 19 36 3 19 0.2792995
1259 20 36 3 19 0.1218439
1260 21 36 3 19 0.0136106
1261 22 36 3 19 0.05829993
1262 23 36 3 19 0.03350826
1263 24 36 3 19 0.06149115
1264 25 36 3 19 0.4635344
1265 28 36 3 24 0.07534592
1266 29 36 3 24 0.5699182
1267 30 36 3 24 0.9089351
1268 31 36 3 24 0.9256224
1269 32 36 3 24 0.6115185
1270 33 36 3 24 0.05386717
1271 34 36 3 24 0.1783607
1272 35 36 3 24 0.15743
1273 36 36 3 24 0.8598238
1274 39 36 3 8 0.3326457
1275 40 36 3 8 0.01600824
1276 41 36 3 8 0.6835621
1277 42 36 3 8 0.2872701
1278 43 36 3 8 0.1866586
1279 44 36 3 8 0.4247591
1280 45 36 3 8 0.3813664
1281 46 36 3 8 0.03411978
1282 47 36 3 8 0.02476928
1283 20 37 3 19 0.06885882
1284 21 37 3 19 0.4824995
1285 22 37 3 19 0.9769951
1286 23 37 3 19 0.7764791
1287 24 37 3 19 0.00924186
1288 25 37 3 19 0.9036994
1289 27 37 3 24 0.100154
1290 28 37 3 24 0.165724
1291 29 37 3 24 0.1791551
1292 30 37 3 24 0.9634179
1293 31 37 3 24 0.1262244
1294 32 37 3 24 0.351336
1295 33 37 3 24 0.4778505
1296 34 37 3 24 0.8200639
1297 35 37 3 24 0.1137491
1298 39 37 3 8 0.8422314
1299 40 37 3 8 0.4146399
1300 41 37 3 8 0.24601
1301 42 37 3 8 0.6729003
1302 22 38 3 19 0.3870638
1303 23 38 3 19 0.7962379
1304 24 38 3 19 0.3596144
1305 27 38 3 24 0.6783131
1306 28 38 3 24 0.102353
1307 29 38 3 24 0.04424268
1308 30 38 3 24 0.3764049
1309 31 38 3 24 0.03966555
1310 32 38 3 24 0.18922
1311 33 38 3 24 0.8067133
1312 34 38 3 24 0.0548177
1313 35 38 3 24 0.647436
1314 39 38 3 8 0.9326484
1315 40 38 3 8 0.1388655
1316 41 38 3 8 0.507792
1317 42 38 3 8 0.004765891
1318 27 39 3 24 0.8983592
1319 28 39 3 24 0.006587607
1320 29 39 3 24 0.07895852
1321 30 39 3 24 0.9194704
1322 31 39 3 24 0.2173848
1323 32 39 3 24 0.4425633
1324 33 39 3 24 0.3421656
1325 34 39 3 24 0.003792156
1326 35 39 3 24 0.8498551
1327 15 40 3 20 0.004655715
1328 27 40 3 24 0.1238959
1329 28 40 3 24 0.6846425
1330 29 40 3 24 0.9387568
1331 30 40 3 24 0.6529229
1332 31 40 3 24 0.08073624
1333 32 40 3 24 0.004823329
1334 33 40 3 24 0.5624424
1335 34 40 3 24 0.3447978
1336 35 40 3 24 0.533004
1337 15 41 3 20 0.5740864
1338 15 42 3 20 0.1169847
1339 16 42 3 20 0.8273809
1340 17 42 3 20 0.09008701
1341 15 43 3 20 0.4176965
1342 16 43 3 20 0.4320131
1343 17 43 3 20 0.01322011
1344 18 43 3 20 0.1864729
1345 15 44 3 15 0.8479465
1346 16 44 3 15 0.5543949
1347 17 44 3 15 0.01742685
1348 18 44 3 15 0.03674793
1349 20 44 3 16 0.4970755
1350 21 44 3 16 0.3362778
1351 22 44 3 16 0.7282774
1352 15 45 3 15 0.6634586
1353 16 45 3 15 0.2793769
1354 17 45 3 15 0.007935987
1355 18 45 3 15 0.008289371
1356 19 45 3 15 0.5055135
1357 20 45 3 16 0.05584933
1358 21 45 3 16 0.009642028
1359 22 45 3 16 0.8986123
1360 23 45 3 21 0.6449445
1361 24 45 3 21 0.9208091
1362 42 45 3 4 0.03991708
1363 43 45 3 4 0.666476
1364 44 45 3 4 0.1537567
1365 45 45 3 4 0.04806497
1366 46 45 3 4 0.5989693
1367 47 45 3 4 0.5159801
1368 48 45 3 4 0.1374248
1369 49 45 3 4 0.1045826
1370 50 45 3 4 0.3695673
1371 15 46 3 15 0.3214083
1372 16 46 3 15 0.293012
1373 17 46 3 15 0.1504092
1374 18 46 3 15 0.8552571
1375 19 46 3 15 0.6225353
1376 20 46 3 16 0.3921538
1377 21 46 3 16 0.01239887
1378 22 46 3 16 0.05952725
1379 23 46 3 21 0.1518808
1380 24 46 3 21 0.5632042
1381 25 46 3 21 0.5166089
1382 40 46 3 5 0.3772335
1383 41 46 3 5 0.4516371
1384 42 46 3 4 0.3985988
1385 43 46 3 4 0.6797684
1386 44 46 3 4 0.6585654
1387 45 46 3 4 0.01122016
1388 46 46 3 4 0.0002641476
1389 47 46 3 4 0.001141072
1390 48 46 3 4 0.3318336
1391 49 46 3 4 0.9992114
1392 50 46 3 4 0.8401751
1393 15 47 3 15 0.1606656
1394 16 47 3 15 0.009488633
1395 17 47 3 15 0.2423236
1396 18 47 3 15 0.3409271
1397 19 47 3 15 0.2447451
1398 20 47 3 16 0.07572921
1399 21 47 3 16 0.0008588563
1400 22 47 3 16 0.009746315
1401 23 47 3 16 0.8022483
1402 24 47 3 21 0.712136
1403 25 47 3 21 0.7612164
1404 26 47 3 21 0.6235446
1405 39 47 3 5 0.5802283
1406 40 47 3 5 0.4146599
1407 41 47 3 5 0.211089
1408 42 47 3 5 0.2784007
1409 43 47 3 4 0.0220125
1410 44 47 3 4 0.6171281
1411 45 47 3 4 0.003149382
1412 46 47 3 4 0.00121257
1413 47 47 3 4 0.3574545
1414 48 47 3 4 0.1496934
1415 49 47 3 4 2.450525e-05
1416 50 47 3 4 2.581154e-05
1417 17 48 3 15 0.7468595
1418 18 48 3 15 0.9199137
1419 19 48 3 15 0.8655217
1420 20 48 3 16 0.6363651
1421 21 48 3 16 0.005100043
1422 22 48 3 16 0.05222316
1423 23 48 3 16 0.830515
1424 24 48 3 21 0.359573
1425 25 48 3 21 0.2864194
1426 26 48 3 21 0.9562717
1427 27 48 3 21 0.5059913
1428 38 48 3 10 0.04971098
1429 39 48 3 5 4.242048e-07
1430 40 48 3 5 0.0001077266
1431 41 48 3 5 0.025147
1432 42 48 3 5 0.2759209
1433 43 48 3 4 0.8258261
1434 44 48 3 4 0.5340158
1435 45 48 3 5 0.1379706
1436 46 48 3 5 0.9066071
1437 47 48 3 5 0.01964466
1438 48 48 3 4 0.05632406
1439 49 48 3 4 0.0008640991
1440 50 48 3 4 0.006708648
1441 17 49 3 15 0.1499201
1442 18 49 3 15 0.4002935
1443 19 49 3 16 0.0182237
1444 20 49 3 16 0.6887464
1445 21 49 3 16 5.406401e-05
1446 22 49 3 16 8.919381e-05
1447 23 49 3 16 0.113025
1448 24 49 3 21 0.181428
1449 25 49 3 21 0.1099292
1450 26 49 3 21 0.7802625
1451 27 49 3 21 0.6335622
1452 33 49 3 10 0.276546
1453 34 49 3 10 0.0880918
1454 35 49 3 10 0.2270998
1455 36 49 3 10 0.6110505
1456 37 49 3 10 0.4187122
1457 38 49 3 10 0.02890745
1458 39 49 3 10 4.71305e-09
1459 40 49 3 5 7.62248e-08
1460 41 49 3 5 0.02604434
1461 42 49 3 5 0.3566616
1462 43 49 3 5 0.04728633
1463 44 49 3 5 0.0931357
1464 45 49 3 5 0.02637043
1465 46 49 3 5 6.913968e-05
1466 47 49 3 5 0.0002162808
1467 48 49 3 4 0.4255882
1468 49 49 3 4 0.2500812
1469 17 50 3 15 0.9671834
1470 18 50 3 15 0.007829717
1471 19 50 3 16 0.6040642
1472 20 50 3 16 0.002442032
1473 21 50 3 16 4.757911e-05
1474 22 50 3 16 0.8469236
1475 23 50 3 16 0.05845503
1476 24 50 3 16 0.9110856
1477 25 50 3 16 0.4272968
1478 26 50 3 16 0.9388796
1479 27 50 3 21 0.1945879
1480 28 50 3 21 0.7839768
1481 29 50 3 21 0.1318103
1482 33 50 3 10 0.0001539624
1483 34 50 3 10 0.02222169
1484 35 50 3 10 0.00362409
1485 36 50 3 10 0.4400365
1486 37 50 3 10 0.7257182
1487 38 50 3 10 0.03330955
1488 39 50 3 10 0.1120491
1489 40 50 3 5 0.03162478
1490 41 50 3 5 0.005530093
1491 42 50 3 5 0.9723775
1492 43 50 3 5 0.2329522
1493 44 50 3 5 0.0006926709
1494 45 50 3 5 8.175598e-05
1495 46 50 3 5 0.0003973887
1496 47 50 3 5 9.277007e-05
1497 48 50 3 5 6.466458e-06
1498 18 51 3 15 0.8479673
1499 19 51 3 16 0.03149671
1500 20 51 3 16 0.02975447
1501 21 51 3 16 0.001933014
1502 22 51 3 16 0.483855
1503 23 51 3 16 0.742137
1504 24 51 3 16 0.06453927
1505 25 51 3 16 0.1558444
1506 26 51 3 16 0.6883366
1507 27 51 3 21 0.8272526
1508 28 51 3 21 0.3240374
1509 29 51 3 21 0.5326574
1510 33 51 3 10 0.009531681
1511 34 51 3 10 0.5399771
1512 35 51 3 10 0.3138709
1513 36 51 3 10 0.995664
1514 37 51 3 10 0.894029
1515 38 51 3 10 0.5493519
1516 39 51 3 10 0.6217331
1517 40 51 3 10 0.03807663
1518 41 51 3 5 0.001223322
1519 42 51 3 5 0.05369693
1520 43 51 3 5 0.9779524
1521 44 51 3 5 0.1083367
1522 45 51 3 5 0.1808291
1523 46 51 3 5 0.2355073
1524 47 51 3 5 0.3892143
1525 48 51 3 5 0.4315187
1526 18 52 3 16 0.4871449
1527 19 52 3 16 0.6843776
1528 20 52 3 16 0.1561275
1529 21 52 3 16 0.005801891
1530 22 52 3 16 0.2064264
1531 23 52 3 16 0.4081897
1532 24 52 3 16 0.3374202
1533 25 52 3 21 0.1179338
1534 26 52 3 21 0.3515286
1535 27 52 3 21 0.04325559
1536 28 52 3 21 0.7181202
1537 29 52 3 21 0.04406676
1538 33 52 3 10 0.07208076
1539 34 52 3 10 0.05332449
1540 35 52 3 10 0.1403977
1541 36 52 3 10 0.488677
1542 37 52 3 10 0.9288891
1543 38 52 3 10 0.03026042
1544 39 52 3 10 0.00884111
1545 40 52 3 10 0.02835039
1546 41 52 3 5 0.9044072
1547 42 52 3 5 0.1834453
1548 43 52 3 5 0.001220034
1549 44 52 3 5 0.08004464
1550 45 52 3 5 0.5469728
1551 46 52 3 5 0.8853195
1552 47 52 3 5 0.2834892
1553 19 53 3 16 0.4822281
1554 20 53 3 16 0.9513839
1555 21 53 3 16 0.01889287
1556 22 53 3 16 0.6689767
1557 23 53 3 21 0.1278872
1558 24 53 3 21 0.5184573
1559 25 53 3 21 0.2373936
1560 26 53 3 21 0.7841939
1561 27 53 3 21 0.9339555
1562 28 53 3 21 0.488344
1563 29 53 3 21 0.007363776
1564 33 53 3 10 0.4410758
1565 34 53 3 10 0.8217708
1566 35 53 3 10 0.1534012
1567 36 53 3 10 0.7774347
1568 37 53 3 10 0.9022943
1569 38 53 3 10 0.07534674
1570 39 53 3 10 0.566779
1571 40 53 3 5 0.5280546
1572 41 53 3 5 0.1058398
1573 42 53 3 5 0.02938321
1574 43 53 3 5 0.01688611
1575 44 53 3 5 0.6797229
1576 45 53 3 5 0.4221708
1577 46 53 3 5 0.5511296
1578 47 53 3 5 0.1752401
1579 19 54 3 16 0.5460972
1580 20 54 3 16 0.7185467
1581 21 54 3 16 0.1168512
1582 22 54 3 16 0.3677127
1583 23 54 3 21 0.8673848
1584 24 54 3 21 0.02102651
1585 25 54 3 21 0.0006958481
1586 26 54 3 21 0.04974443
1587 27 54 3 21 0.1215315
1588 28 54 3 21 0.5406171
1589 29 54 3 21 0.4237049
1590 33 54 3 10 0.1494807
1591 34 54 3 10 0.3851916
1592 35 54 3 10 0.6747278
1593 36 54 3 10 0.1360808
1594 37 54 3 10 0.4941751
1595 38 54 3 10 0.9079118
1596 39 54 3 10 0.9106836
1597 40 54 3 5 0.07357596
1598 41 54 3 5 0.0139901
1599 42 54 3 5 7.469823e-06
1600 43 54 3 5 0.0001743344
1601 44 54 3 5 0.0477545
1602 45 54 3 5 0.1124625
1603 46 54 3 5 0.02845618
1604 21 55 3 16 0.3801001
1605 22 55 3 16 0.3530353
1606 23 55 3 21 0.7274875
1607 24 55 3 21 0.6042545
1608 25 55 3 21 0.002478588
1609 26 55 3 21 0.06260018
1610 27 55 3 21 0.1978825
1611 28 55 3 21 0.0002932749
1612 29 55 3 21 0.007531549
1613 33 55 3 10 0.6550897
1614 34 55 3 10 0.333294
1615 35 55 3 10 0.7287982
1616 36 55 3 10 0.2631852
1617 37 55 3 10 0.0004798603
1618 38 55 3 10 0.00954507
1619 39 55 3 10 0.7532628
1620 40 55 3 5 0.2544048
1621 41 55 3 5 0.2657892
1622 42 55 3 5 4.865411e-07
1623 43 55 3 5 0.000113813
1624 44 55 3 5 0.05581448
1625 45 55 3 5 0.003456794
1626 22 56 3 16 0.7508761
1627 23 56 3 21 0.04405848
1628 24 56 3 21 0.4988927
1629 25 56 3 21 0.007259961
1630 26 56 3 21 0.08390857
1631 27 56 3 21 0.2769674
1632 28 56 3 21 0.0009768196
1633 29 56 3 21 0.3079053
1634 33 56 3 10 0.4428255
1635 34 56 3 10 0.1908013
1636 35 56 3 10 0.3481737
1637 36 56 3 10 0.008636689
1638 37 56 3 10 0.0003658561
1639 38 56 3 10 0.1100828
1640 39 56 3 10 0.2233309
1641 40 56 3 10 0.0004229836
1642 41 56 3 5 0.2196214
1643 42 56 3 5 0.3408959
1644 43 56 3 5 0.01174034
1645 44 56 3 5 0.006218287
1646 23 57 3 16 0.06072285
1647 24 57 3 21 0.3761397
1648 25 57 3 21 0.4527563
1649 26 57 3 21 0.1328194
1650 27 57 3 21 0.999612
1651 28 57 3 21 0.7508348
1652 29 57 3 21 0.3193746
1653 34 57 3 10 0.03494212
1654 35 57 3 10 0.2709938
1655 36 57 3 10 0.1459639
1656 37 57 3 10 0.0005268766
1657 38 57 3 10 0.01759272
1658 39 57 3 10 2.590621e-05
1659 40 57 3 10 0.000547604
1660 41 57 3 5 0.1260371
1661 42 57 3 5 0.003306163
1662 43 57 3 5 0.478283
1663 25 58 3 21 0.3785001
1664 26 58 3 21 0.8662581
1665 27 58 3 21 0.300857
1666 28 58 3 21 0.2219958
1667 34 58 3 10 0.009624233
1668 35 58 3 10 0.7641093
1669 36 58 3 10 0.2253814
1670 37 58 3 10 0.6062609
1671 38 58 3 10 0.8769677
1672 39 58 3 10 0.03025567
1673 40 58 3 10 0.610315
1674 41 58 3 5 0.9733841
1675 42 58 3 5 0.1233839
1676 34 59 3 10 0.06106303
1677 35 59 3 10 0.005599536
1678 36 59 3 10 0.009413436
1679 37 59 3 10 0.1854459
1680 38 59 3 10 0.622284
1681 39 59 3 10 0.7161468
1682 25 21 4 13 0.06883698
1683 26 21 4 13 0.3327579
1684 27 21 4 13 0.06602091
1685 39 21 4 2 0.2569488
1686 24 22 4 13 0.4186013
1687 25 22 4 13 0.007474833
1688 26 22 4 13 0.006579882
1689 27 22 4 13 0.9909888
1690 39 22 4 2 0.4017132
1691 40 22 4 2 0.3903955
1692 23 23 4 13 7.491735e-05
1693 24 23 4 13 0.8120837
1694 25 23 4 13 0.7749579
1695 26 23 4 13 0.001432585
1696 27 23 4 13 0.02694334
1697 38 23 4 2 0.1548929
1698 39 23 4 2 0.02521472
1699 40 23 4 2 0.006410402
1700 41 23 4 2 0.2177828
1701 21 24 4 13 0.4115255
